code,name,市场类型
300717,华信新材,深圳
300718,长盛轴承,深圳
300719,安达维尔,深圳
300720,海川智能,深圳
300721,怡达股份,深圳
300722,新余国科,深圳
300723,一品红,深圳
300724,捷佳伟创,深圳
300725,药石科技,深圳
300726,宏达电子,深圳
300727,润禾材料,深圳
300729,乐歌股份,深圳
300730,科创信息,深圳
300731,科创新源,深圳
300732,设研院,深圳
300733,西菱动力,深圳
300735,光弘科技,深圳
300736,百邦科技,深圳
300737,科顺股份,深圳
300738,奥飞数据,深圳
300739,明阳电路,深圳
300740,水羊股份,深圳
300741,华宝股份,深圳
300743,天地数码,深圳
300745,欣锐科技,深圳
300746,汉嘉设计,深圳
300747,锐科激光,深圳
300748,金力永磁,深圳
300749,顶固集创,深圳
300750,宁德时代,深圳
300751,迈为股份,深圳
300752,隆利科技,深圳
300753,爱朋医疗,深圳
300755,华致酒行,深圳
300756,金马游乐,深圳
300757,罗博特科,深圳
300758,七彩化学,深圳
300759,康龙化成,深圳
300760,迈瑞医疗,深圳
300761,立华股份,深圳
300762,上海瀚讯,深圳
300763,锦浪科技,深圳
300765,新诺威,深圳
300766,每日互动,深圳
300767,震安科技,深圳
300768,迪普科技,深圳
300769,德方纳米,深圳
300770,新媒股份,深圳
300771,智莱科技,深圳
300772,运达股份,深圳
300773,拉卡拉,深圳
300774,倍杰特,深圳
300775,三角防务,深圳
300776,帝尔激光,深圳
300777,中简科技,深圳
300778,新城市,深圳
300779,惠城环保,深圳
300780,德恩精工,深圳
300781,因赛集团,深圳
300782,卓胜微,深圳
300783,三只松鼠,深圳
300784,利安科技,深圳
300785,值得买,深圳
300786,国林科技,深圳
300787,海能实业,深圳
300788,中信出版,深圳
300789,唐源电气,深圳
300790,宇瞳光学,深圳
300791,仙乐健康,深圳
300792,壹网壹创,深圳
300793,佳禾智能,深圳
300795,米奥会展,深圳
300796,贝斯美,深圳
300797,钢研纳克,深圳
300798,锦鸡股份,深圳
300800,力合科技,深圳
300801,泰和科技,深圳
300802,矩子科技,深圳
300803,指南针,深圳
300804,广康生化,深圳
300805,电声股份,深圳
300806,斯迪克,深圳
300807,天迈科技,深圳
300808,久量股份,深圳
300809,华辰装备,深圳
300810,中科海讯,深圳
300811,铂科新材,深圳
300812,易天股份,深圳
300813,泰林生物,深圳
300814,中富电路,深圳
300815,玉禾田,深圳
300816,艾可蓝,深圳
300817,双飞集团,深圳
300818,耐普矿机,深圳
300819,聚杰微纤,深圳
300820,英杰电气,深圳
300821,东岳硅材,深圳
300822,贝仕达克,深圳
300823,建科智能,深圳
300824,北鼎股份,深圳
300825,阿尔特,深圳
300826,测绘股份,深圳
300827,上能电气,深圳
300828,锐新科技,深圳
300829,金丹科技,深圳
300830,金现代,深圳
300831,派瑞股份,深圳
300832,新产业,深圳
300833,浩洋股份,深圳
300834,星辉环材,深圳
300835,龙磁科技,深圳
300836,佰奥智能,深圳
300837,浙矿股份,深圳
300838,浙江力诺,深圳
300839,博汇股份,深圳
300840,酷特智能,深圳
300841,康华生物,深圳
300842,帝科股份,深圳
300843,胜蓝股份,深圳
300844,山水比德,深圳
300845,捷安高科,深圳
300846,首都在线,深圳
300847,中船汉光,深圳
300848,美瑞新材,深圳
300849,锦盛新材,深圳
300850,新强联,深圳
300851,交大思诺,深圳
300852,四会富仕,深圳
300853,申昊科技,深圳
300854,中兰环保,深圳
300855,图南股份,深圳
300856,科思股份,深圳
300857,协创数据,深圳
300858,科拓生物,深圳
300859,西域旅游,深圳
300860,锋尚文化,深圳
300861,美畅股份,深圳
300862,蓝盾光电,深圳
300863,卡倍亿,深圳
300864,南大环境,深圳
300865,大宏立,深圳
300866,安克创新,深圳
300867,圣元环保,深圳
300868,杰美特,深圳
300869,康泰医学,深圳
300870,欧陆通,深圳
300871,回盛生物,深圳
300872,天阳科技,深圳
300873,海晨股份,深圳
300875,捷强装备,深圳
300876,蒙泰高新,深圳
300877,金春股份,深圳
300878,维康药业,深圳
300879,大叶股份,深圳
300880,迦南智能,深圳
300881,盛德鑫泰,深圳
300882,万胜智能,深圳
300883,龙利得,深圳
300884,狄耐克,深圳
300885,海昌新材,深圳
300886,华业香料,深圳
300887,谱尼测试,深圳
300888,稳健医疗,深圳
300889,爱克股份,深圳
300890,翔丰华,深圳
300891,惠云钛业,深圳
300892,品渥食品,深圳
300893,松原安全,深圳
300894,火星人,深圳
300895,铜牛信息,深圳
300896,爱美客,深圳
300897,山科智能,深圳
300898,熊猫乳品,深圳
300899,*ST凯鑫,深圳
300900,广联航空,深圳
300901,中胤时尚,深圳
300902,国安达,深圳
300903,科翔股份,深圳
300904,威力传动,深圳
300905,宝丽迪,深圳
300906,日月明,深圳
300907,康平科技,深圳
300908,仲景食品,深圳
300909,汇创达,深圳
300910,瑞丰新材,深圳
300911,亿田智能,深圳
300912,凯龙高科,深圳
300913,兆龙互连,深圳
300915,海融科技,深圳
300916,朗特智能,深圳
300917,特发服务,深圳
300918,南山智尚,深圳
300919,中伟股份,深圳
300920,润阳科技,深圳
300921,南凌科技,深圳
300922,天秦装备,深圳
300923,研奥股份,深圳
300925,法本信息,深圳
300926,博俊科技,深圳
300927,江天化学,深圳
300928,华安鑫创,深圳
300929,华骐环保,深圳
300930,屹通新材,深圳
300931,通用电梯,深圳
300932,三友联众,深圳
300933,中辰股份,深圳
300935,盈建科,深圳
300936,中英科技,深圳
300937,药易购,深圳
300938,信测标准,深圳
300939,秋田微,深圳
300940,南极光,深圳
300941,创识科技,深圳
300942,易瑞生物,深圳
300943,春晖智控,深圳
300945,曼卡龙,深圳
300946,恒而达,深圳
300947,德必集团,深圳
300948,冠中生态,深圳
300949,奥雅股份,深圳
300950,德固特,深圳
300951,博硕科技,深圳
300952,恒辉安防,深圳
300953,震裕科技,深圳
300955,嘉亨家化,深圳
300956,英力股份,深圳
300957,贝泰妮,深圳
300958,建工修复,深圳
300959,线上线下,深圳
300960,通业科技,深圳
300961,深水海纳,深圳
300962,中金辐照,深圳
300963,中洲特材,深圳
300964,本川智能,深圳
300965,恒宇信通,深圳
300966,共同药业,深圳
300967,晓鸣股份,深圳
300968,格林精密,深圳
300969,恒帅股份,深圳
300970,华绿生物,深圳
300971,博亚精工,深圳
300972,万辰集团,深圳
300973,立高食品,深圳
300975,商络电子,深圳
300976,达瑞电子,深圳
300977,深圳瑞捷,深圳
300978,东箭科技,深圳
300979,华利集团,深圳
300980,祥源新材,深圳
300981,中红医疗,深圳
300982,苏文电能,深圳
300983,尤安设计,深圳
300984,金沃股份,深圳
300985,致远新能,深圳
300986,志特新材,深圳
300987,川网传媒,深圳
300988,津荣天宇,深圳
300989,蕾奥规划,深圳
300990,同飞股份,深圳
300991,创益通,深圳
300992,泰福泵业,深圳
300993,玉马科技,深圳
300994,久祺股份,深圳
300995,奇德新材,深圳
300996,普联软件,深圳
300997,欢乐家,深圳
300998,宁波方正,深圳
300999,金龙鱼,深圳
301000,肇民科技,深圳
301001,凯淳股份,深圳
301002,崧盛股份,深圳
301003,江苏博云,深圳
301004,嘉益股份,深圳
301005,超捷股份,深圳
301006,迈拓股份,深圳
301007,德迈仕,深圳
301008,宏昌科技,深圳
301009,可靠股份,深圳
301010,晶雪节能,深圳
301011,华立科技,深圳
301012,扬电科技,深圳
301013,利和兴,深圳
301015,百洋医药,深圳
301016,雷尔伟,深圳
301017,漱玉平民,深圳
301018,申菱环境,深圳
301019,宁波色母,深圳
301020,密封科技,深圳
301021,英诺激光,深圳
301022,海泰科,深圳
301023,江南奕帆,深圳
301024,霍普股份,深圳
301025,读客文化,深圳
301026,浩通科技,深圳
301027,华蓝集团,深圳
301028,东亚机械,深圳
301029,怡合达,深圳
301030,仕净科技,深圳
301031,中熔电气,深圳
301032,新柴股份,深圳
301033,迈普医学,深圳
301035,润丰股份,深圳
301036,双乐股份,深圳
301037,保立佳,深圳
301038,深水规院,深圳
301039,中集车辆,深圳
301040,中环海陆,深圳
301041,金百泽,深圳
301042,安联锐视,深圳
301043,绿岛风,深圳
301045,天禄科技,深圳
301046,能辉科技,深圳
301047,义翘神州,深圳
301048,金鹰重工,深圳
301049,超越科技,深圳
301050,雷电微力,深圳
301051,信濠光电,深圳
301052,果麦文化,深圳
301053,远信工业,深圳
301055,张小泉,深圳
301056,森赫股份,深圳
301057,汇隆新材,深圳
301058,中粮科工,深圳
301059,金三江,深圳
301060,兰卫医学,深圳
301061,匠心家居,深圳
301062,上海艾录,深圳
301063,海锅股份,深圳
301065,本立科技,深圳
301066,万事利,深圳
301067,显盈科技,深圳
301068,大地海洋,深圳
301069,凯盛新材,深圳
301070,开勒股份,深圳
301071,力量钻石,深圳
301072,中捷精工,深圳
301073,君亭酒店,深圳
301075,多瑞医药,深圳
301076,新瀚新材,深圳
301077,星华新材,深圳
301078,孩子王,深圳
301079,邵阳液压,深圳
301080,百普赛斯,深圳
301081,严牌股份,深圳
301082,久盛电气,深圳
301083,百胜智能,深圳
301085,亚康股份,深圳
301086,鸿富瀚,深圳
301087,可孚医疗,深圳
301088,戎美股份,深圳
301089,拓新药业,深圳
301090,华润材料,深圳
301091,深城交,深圳
301092,争光股份,深圳
301093,华兰股份,深圳
301095,广立微,深圳
301096,百诚医药,深圳
301097,天益医疗,深圳
301098,金埔园林,深圳
301099,雅创电子,深圳
301100,风光股份,深圳
301101,明月镜片,深圳
301102,兆讯传媒,深圳
301103,何氏眼科,深圳
301105,鸿铭股份,深圳
301106,骏成科技,深圳
301107,瑜欣电子,深圳
301108,洁雅股份,深圳
301109,军信股份,深圳
301110,青木科技,深圳
301111,粤万年青,深圳
301112,信邦智能,深圳
301113,雅艺科技,深圳
301115,联检科技,深圳
301116,益客食品,深圳
301117,佳缘科技,深圳
301118,恒光股份,深圳
301119,正强股份,深圳
301120,新特电气,深圳
301121,紫建电子,深圳
301122,采纳股份,深圳
301123,奕东电子,深圳
301125,腾亚精工,深圳
301126,达嘉维康,深圳
301127,武汉天源,深圳
301128,强瑞技术,深圳
301129,瑞纳智能,深圳
301130,西点药业,深圳
301131,聚赛龙,深圳
301132,满坤科技,深圳
301133,金钟股份,深圳
301135,瑞德智能,深圳
301136,招标股份,深圳
301137,哈焊华通,深圳
301138,华研精机,深圳
301139,元道通信,深圳
301141,中科磁业,深圳
301148,嘉戎技术,深圳
301149,隆华新材,深圳
301150,中一科技,深圳
301151,冠龙节能,深圳
301152,天力锂能,深圳
301153,中科江南,深圳
301155,海力风电,深圳
301156,美农生物,深圳
301157,华塑科技,深圳
301158,德石股份,深圳
301159,三维天地,深圳
301160,翔楼新材,深圳
301161,唯万密封,深圳
301162,国能日新,深圳
301163,宏德股份,深圳
301165,锐捷网络,深圳
301166,优宁维,深圳
301167,建研设计,深圳
301168,通灵股份,深圳
301169,零点有数,深圳
301170,锡南科技,深圳
301171,易点天下,深圳
301172,君逸数码,深圳
301173,毓恬冠佳,深圳
301175,中科环保,深圳
301176,逸豪新材,深圳
301177,迪阿股份,深圳
301178,天亿马,深圳
301179,泽宇智能,深圳
301180,万祥科技,深圳
301181,标榜股份,深圳
301182,凯旺科技,深圳
301183,东田微,深圳
301185,鸥玛软件,深圳
301186,超达装备,深圳
301187,欧圣电气,深圳
301188,力诺药包,深圳
301189,奥尼电子,深圳
301190,善水科技,深圳
301191,菲菱科思,深圳
301192,泰祥股份,深圳
301193,家联科技,深圳
301195,北路智控,深圳
301196,唯科科技,深圳
301197,工大科雅,深圳
301198,喜悦智行,深圳
301199,迈赫股份,深圳
301200,大族数控,深圳
301201,诚达药业,深圳
301202,朗威股份,深圳
301203,国泰环保,深圳
301205,联特科技,深圳
301206,三元生物,深圳
301207,华兰疫苗,深圳
301208,中亦科技,深圳
301209,联合化学,深圳
301210,金杨股份,深圳
301211,亨迪药业,深圳
301212,联盛化学,深圳
301213,观想科技,深圳
301215,中汽股份,深圳
301216,万凯新材,深圳
301217,铜冠铜箔,深圳
301218,华是科技,深圳
301219,腾远钴业,深圳
301220,亚香股份,深圳
301221,光庭信息,深圳
301222,浙江恒威,深圳
301223,中荣股份,深圳
301225,恒勃股份,深圳
301226,祥明智能,深圳
301227,森鹰窗业,深圳
301228,实朴检测,深圳
301229,纽泰格,深圳
301230,泓博医药,深圳
301231,荣信文化,深圳
301232,飞沃科技,深圳
301233,盛帮股份,深圳
301234,五洲医疗,深圳
301235,华康洁净,深圳
301236,软通动力,深圳
301237,和顺科技,深圳
301238,瑞泰新材,深圳
301239,普瑞眼科,深圳
301246,宏源药业,深圳
301248,杰创智能,深圳
301251,威尔高,深圳
301252,同星科技,深圳
301255,通力科技,深圳
301256,华融化学,深圳
301257,普蕊斯,深圳
301258,富士莱,深圳
301259,艾布鲁,深圳
301260,格力博,深圳
301261,恒工精密,深圳
301262,海看股份,深圳
301263,泰恩康,深圳
301265,华新环保,深圳
301266,宇邦新材,深圳
301267,华厦眼科,深圳
301268,铭利达,深圳
301269,华大九天,深圳
301270,汉仪股份,深圳
301272,英华特,深圳
301273,瑞晨环保,深圳
301275,汉朔科技,深圳
301276,嘉曼服饰,深圳
301277,新天地,深圳
301278,快可电子,深圳
301279,金道科技,深圳
301280,珠城科技,深圳
301281,科源制药,深圳
301282,金禄电子,深圳
301283,聚胶股份,深圳
301285,鸿日达,深圳
301286,侨源股份,深圳
301287,康力源,深圳
301288,*ST清研,深圳
301289,国缆检测,深圳
301290,东星医疗,深圳
301291,明阳电气,深圳
301292,海科新源,深圳
301293,三博脑科,深圳
301295,美硕科技,深圳
301296,新巨丰,深圳
301297,富乐德,深圳
301298,东利机械,深圳
301299,卓创资讯,深圳
301300,远翔新材,深圳
301301,川宁生物,深圳
301302,华如科技,深圳
301303,真兰仪表,深圳
301305,朗坤科技,深圳
301306,西测测试,深圳
301307,美利信,深圳
301308,江波龙,深圳
301309,万得凯,深圳
301310,鑫宏业,深圳
301311,昆船智能,深圳
301312,智立方,深圳
301313,凡拓数创,深圳
301314,科瑞思,深圳
301315,威士顿,深圳
301316,慧博云通,深圳
301317,鑫磊股份,深圳
301318,维海德,深圳
301319,唯特偶,深圳
301320,豪江智能,深圳
301321,翰博高新,深圳
301322,绿通科技,深圳
301323,新莱福,深圳
301325,曼恩斯特,深圳
301326,捷邦科技,深圳
301327,华宝新能,深圳
301328,维峰电子,深圳
301329,信音电子,深圳
301330,熵基科技,深圳
301331,恩威医药,深圳
301332,德尔玛,深圳
301333,诺思格,深圳
301335,天元宠物,深圳
301336,趣睡科技,深圳
301337,亚华电子,深圳
301338,凯格精机,深圳
301339,通行宝,深圳
301345,涛涛车业,深圳
301348,蓝箭电子,深圳
301349,信德新材,深圳
301353,普莱得,深圳
301355,南王科技,深圳
301356,天振股份,深圳
301357,北方长龙,深圳
301358,湖南裕能,深圳
301359,东南电子,深圳
301360,荣旗科技,深圳
301361,众智科技,深圳
301362,民爆光电,深圳
301363,美好医疗,深圳
301365,矩阵股份,深圳
301366,一博科技,深圳
301367,瑞迈特,深圳
301368,丰立智能,深圳
301369,联动科技,深圳
301370,国科恒泰,深圳
301371,敷尔佳,深圳
301372,科净源,深圳
301373,凌玮科技,深圳
301376,致欧科技,深圳
301377,鼎泰高科,深圳
301378,通达海,深圳
301379,天山电子,深圳
301380,挖金客,深圳
301381,赛维时代,深圳
301382,蜂助手,深圳
301383,天键股份,深圳
301386,未来电器,深圳
301387,光大同创,深圳
301388,欣灵电气,深圳
301389,隆扬电子,深圳
301390,经纬股份,深圳
301391,卡莱特,深圳
301392,汇成真空,深圳
301393,昊帆生物,深圳
301395,仁信新材,深圳
301396,宏景科技,深圳
301397,溯联股份,深圳
301398,星源卓镁,深圳
301399,英特科技,深圳
301408,华人健康,深圳
301413,安培龙,深圳
301418,协昌科技,深圳
301419,阿莱德,深圳
301421,波长光电,深圳
301428,世纪恒通,深圳
301429,森泰股份,深圳
301439,泓淋电力,深圳
301446,福事特,深圳
301448,开创电气,深圳
301456,盘古智能,深圳
301458,钧崴电子,深圳
301459,丰茂股份,深圳
301468,博盈特焊,深圳
301469,恒达新材,深圳
301479,弘景光电,深圳
301486,致尚科技,深圳
301487,盟固利,深圳
301488,豪恩汽电,深圳
301489,思泉新材,深圳
301491,汉桑科技,深圳
301498,乖宝宠物,深圳
301499,维科精密,深圳
301500,飞南资源,深圳
301501,恒鑫生活,深圳
301502,华阳智能,深圳
301503,智迪科技,深圳
301505,苏州规划,深圳
301507,民生健康,深圳
301508,中机认检,深圳
301509,金凯生科,深圳
301510,固高科技,深圳
301511,德福科技,深圳
301512,智信精密,深圳
301515,港通医疗,深圳
301516,中远通,深圳
301517,陕西华达,深圳
301518,长华化学,深圳
301519,舜禹股份,深圳
301520,万邦医药,深圳
301522,上大股份,深圳
301525,儒竞科技,深圳
301526,国际复材,深圳
301528,多浦乐,深圳
301529,福赛科技,深圳
301533,威马农机,深圳
301535,浙江华远,深圳
301536,星宸科技,深圳
301538,骏鼎达,深圳
301539,宏鑫科技,深圳
301548,崇德科技,深圳
301550,斯菱股份,深圳
301551,无线传媒,深圳
301552,科力装备,深圳
301555,惠柏新材,深圳
301556,托普云农,深圳
301557,常友科技,深圳
301558,三态股份,深圳
301559,中集环科,深圳
301560,众捷汽车,深圳
301565,中仑新材,深圳
301566,达利凯普,深圳
301567,贝隆精密,深圳
301568,思泰克,深圳
301571,国科天成,深圳
301577,美信科技,深圳
301578,辰奕智能,深圳
301580,爱迪特,深圳
301581,黄山谷捷,深圳
301585,蓝宇股份,深圳
301586,佳力奇,深圳
301587,中瑞股份,深圳
301588,美新科技,深圳
301589,诺瓦星云,深圳
301590,优优绿能,深圳
301591,肯特股份,深圳
301592,六九一二,深圳
301595,太力科技,深圳
301596,瑞迪智驱,深圳
301598,博科测试,深圳
301600,慧翰股份,深圳
301601,惠通科技,深圳
301602,超研股份,深圳
301603,乔锋智能,深圳
301606,绿联科技,深圳
301607,富特科技,深圳
301608,博实结,深圳
301609,山大电力,深圳
301611,珂玛科技,深圳
301613,新铝时代,深圳
301616,浙江华业,深圳
301617,博苑股份,深圳
301618,长联科技,深圳
301622,英思特,深圳
301626,苏州天脉,深圳
301628,强达电路,深圳
301629,矽电股份,深圳
301630,同宇新材,深圳
301631,壹连科技,深圳
301632,广东建科,深圳
301633,港迪技术,深圳
301636,泽润新能,深圳
301658,首航新能,深圳
301662,宏工科技,深圳
301665,泰禾股份,深圳
301678,新恒汇,深圳
302132,中航成飞,深圳
600000,浦发银行,上海
600004,白云机场,上海
600006,东风股份,上海
600007,中国国贸,上海
600008,首创环保,上海
600009,上海机场,上海
600010,包钢股份,上海
600011,华能国际,上海
600012,皖通高速,上海
600015,华夏银行,上海
600016,民生银行,上海
600017,日照港,上海
600018,上港集团,上海
600019,宝钢股份,上海
600020,中原高速,上海
600021,上海电力,上海
600022,山东钢铁,上海
600023,浙能电力,上海
600025,华能水电,上海
600026,中远海能,上海
600027,华电国际,上海
600028,中国石化,上海
600029,南方航空,上海
600030,中信证券,上海
600031,三一重工,上海
600032,浙江新能,上海
600033,福建高速,上海
600035,楚天高速,上海
600036,招商银行,上海
600037,歌华有线,上海
600038,中直股份,上海
600039,四川路桥,上海
600048,保利发展,上海
600050,中国联通,上海
600051,宁波联合,上海
600052,东望时代,上海
600053,九鼎投资,上海
600054,黄山旅游,上海
600055,万东医疗,上海
600056,中国医药,上海
600057,厦门象屿,上海
600058,五矿发展,上海
600059,古越龙山,上海
600060,海信视像,上海
600061,国投资本,上海
600062,华润双鹤,上海
600063,皖维高新,上海
600064,南京高科,上海
600066,宇通客车,上海
600067,冠城新材,上海
600071,凤凰光学,上海
600072,中船科技,上海
600073,光明肉业,上海
600075,新疆天业,上海
600076,康欣新材,上海
600078,澄星股份,上海
600079,人福医药,上海
600080,金花股份,上海
600081,东风科技,上海
600082,海泰发展,上海
600084,中信尼雅,上海
600085,同仁堂,上海
600088,中视传媒,上海
600089,特变电工,上海
600094,大名城,上海
600095,湘财股份,上海
600096,云天化,上海
600097,开创国际,上海
600098,广州发展,上海
600099,林海股份,上海
600100,同方股份,上海
600101,明星电力,上海
600103,青山纸业,上海
600104,上汽集团,上海
600105,永鼎股份,上海
600106,重庆路桥,上海
600107,ST尔雅,上海
600108,亚盛集团,上海
600109,国金证券,上海
600110,诺德股份,上海
600111,北方稀土,上海
600113,浙江东日,上海
600114,东睦股份,上海
600115,中国东航,上海
600116,三峡水利,上海
600117,西宁特钢,上海
600118,中国卫星,上海
600119,长江投资,上海
600120,浙江东方,上海
600121,郑州煤电,上海
600123,兰花科创,上海
600125,铁龙物流,上海
600126,杭钢股份,上海
600127,金健米业,上海
600128,苏豪弘业,上海
600129,太极集团,上海
600130,*ST波导,上海
600131,国网信通,上海
600132,重庆啤酒,上海
600133,东湖高新,上海
600135,乐凯胶片,上海
600136,ST明诚,上海
600137,浪莎股份,上海
600138,中青旅,上海
600141,兴发集团,上海
600143,金发科技,上海
600148,长春一东,上海
600149,廊坊发展,上海
600150,中国船舶,上海
600151,航天机电,上海
600152,维科技术,上海
600153,建发股份,上海
600155,华创云信,上海
600156,华升股份,上海
600157,永泰能源,上海
600158,中体产业,上海
600159,大龙地产,上海
600160,巨化股份,上海
600161,天坛生物,上海
600162,香江控股,上海
600163,中闽能源,上海
600165,ST宁科,上海
600166,福田汽车,上海
600167,联美控股,上海
600168,武汉控股,上海
600169,太原重工,上海
600170,上海建工,上海
600171,上海贝岭,上海
600172,黄河旋风,上海
600173,卧龙新能,上海
600176,中国巨石,上海
600177,雅戈尔,上海
600178,东安动力,上海
600179,安通控股,上海
600180,瑞茂通,上海
600182,S佳通,上海
600183,生益科技,上海
600184,光电股份,上海
600185,珠免集团,上海
600186,莲花控股,上海
600187,国中水务,上海
600188,兖矿能源,上海
600189,泉阳泉,上海
600191,华资实业,上海
600192,长城电工,上海
600193,*ST创兴,上海
600195,中牧股份,上海
600196,复星医药,上海
600197,伊力特,上海
600198,大唐电信,上海
600199,金种子酒,上海
600200,*ST苏吴,上海
600201,生物股份,上海
600202,哈空调,上海
600203,福日电子,上海
600206,有研新材,上海
600207,安彩高科,上海
600208,衢州发展,上海
600210,紫江企业,上海
600211,西藏药业,上海
600212,绿能慧充,上海
600215,派斯林,上海
600216,浙江医药,上海
600217,中再资环,上海
600218,全柴动力,上海
600219,南山铝业,上海
600221,海航控股,上海
600222,太龙药业,上海
600223,福瑞达,上海
600226,亨通股份,上海
600227,赤天化,上海
600228,*ST返利,上海
600229,城市传媒,上海
600230,沧州大化,上海
600231,凌钢股份,上海
600232,金鹰股份,上海
600233,圆通速递,上海
600234,科新发展,上海
600235,民丰特纸,上海
600236,桂冠电力,上海
600237,铜峰电子,上海
600238,*ST椰岛,上海
600239,云南城投,上海
600241,时代万恒,上海
600243,*ST海华,上海
600246,万通发展,上海
600248,陕建股份,上海
600249,两面针,上海
600250,南京商旅,上海
600251,冠农股份,上海
600252,中恒集团,上海
600255,鑫科材料,上海
600256,广汇能源,上海
600257,大湖股份,上海
600258,首旅酒店,上海
600259,广晟有色,上海
600261,阳光照明,上海
600262,北方股份,上海
600265,ST景谷,上海
600266,城建发展,上海
600267,海正药业,上海
600268,国电南自,上海
600269,赣粤高速,上海
600271,航天信息,上海
600272,开开实业,上海
600273,嘉化能源,上海
600276,恒瑞医药,上海
600278,东方创业,上海
600279,重庆港,上海
600280,中央商场,上海
600281,华阳新材,上海
600282,南钢股份,上海
600283,钱江水利,上海
600284,浦东建设,上海
600285,羚锐制药,上海
600287,江苏舜天,上海
600288,大恒科技,上海
600289,ST信通,上海
600292,远达环保,上海
600293,三峡新材,上海
600295,鄂尔多斯,上海
600298,安琪酵母,上海
600299,安迪苏,上海
600300,维维股份,上海
600301,华锡有色,上海
600302,标准股份,上海
600303,曙光股份,上海
600305,恒顺醋业,上海
600307,酒钢宏兴,上海
600308,华泰股份,上海
600309,万华化学,上海
600310,广西能源,上海
600312,平高电气,上海
600313,农发种业,上海
600315,上海家化,上海
600316,洪都航空,上海
600318,新力金融,上海
600319,亚星化学,上海
600320,振华重工,上海
600322,津投城开,上海
600323,瀚蓝环境,上海
600325,华发股份,上海
600326,西藏天路,上海
600327,大东方,上海
600328,中盐化工,上海
600329,达仁堂,上海
600330,天通股份,上海
600331,宏达股份,上海
600332,白云山,上海
600333,长春燃气,上海
600335,国机汽车,上海
600336,澳柯玛,上海
600337,美克家居,上海
600338,西藏珠峰,上海
600339,中油工程,上海
600340,华夏幸福,上海
600343,航天动力,上海
600345,长江通信,上海
600346,恒力石化,上海
600348,华阳股份,上海
600350,山东高速,上海
600351,亚宝药业,上海
600352,浙江龙盛,上海
600353,旭光电子,上海
600354,敦煌种业,上海
600355,*ST精伦,上海
600356,恒丰纸业,上海
600358,ST联合,上海
600359,新农开发,上海
600360,*ST华微,上海
600361,创新新材,上海
600362,江西铜业,上海
600363,联创光电,上海
600365,ST通葡,上海
600366,宁波韵升,上海
600367,红星发展,上海
600368,五洲交通,上海
600369,西南证券,上海
600370,三房巷,上海
600371,万向德农,上海
600372,中航机载,上海
600373,中文传媒,上海
600375,汉马科技,上海
600376,首开股份,上海
600377,宁沪高速,上海
600378,昊华科技,上海
600379,宝光股份,上海
600380,健康元,上海
600381,*ST春天,上海
600382,广东明珠,上海
600383,金地集团,上海
600386,北巴传媒,上海
600388,龙净环保,上海
600389,江山股份,上海
600390,五矿资本,上海
600391,航发科技,上海
600392,盛和资源,上海
600395,盘江股份,上海
600396,华电辽能,上海
600397,安源煤业,上海
600398,海澜之家,上海
600399,抚顺特钢,上海
600400,红豆股份,上海
600403,大有能源,上海
600405,动力源,上海
600406,国电南瑞,上海
600408,安泰集团,上海
600409,三友化工,上海
600410,华胜天成,上海
600415,小商品城,上海
600416,湘电股份,上海
600418,江淮汽车,上海
600419,天润乳业,上海
600420,国药现代,上海
600421,*ST华嵘,上海
600422,昆药集团,上海
600423,柳化股份,上海
600425,青松建化,上海
600426,华鲁恒升,上海
600428,中远海特,上海
600429,三元股份,上海
600433,冠豪高新,上海
600435,北方导航,上海
600436,片仔癀,上海
600438,通威股份,上海
600439,瑞贝卡,上海
600444,国机通用,上海
600446,金证股份,上海
600448,华纺股份,上海
600449,宁夏建材,上海
600452,涪陵电力,上海
600455,博通股份,上海
600456,宝钛股份,上海
600458,时代新材,上海
600459,贵研铂业,上海
600460,士兰微,上海
600461,洪城环境,上海
600463,空港股份,上海
600467,好当家,上海
600468,百利电气,上海
600469,风神股份,上海
600470,六国化工,上海
600475,华光环能,上海
600476,湘邮科技,上海
600477,杭萧钢构,上海
600478,科力远,上海
600479,千金药业,上海
600480,凌云股份,上海
600481,双良节能,上海
600482,中国动力,上海
600483,福能股份,上海
600486,扬农化工,上海
600487,亨通光电,上海
600488,津药药业,上海
600489,中金黄金,上海
600490,鹏欣资源,上海
600491,龙元建设,上海
600493,凤竹纺织,上海
600495,晋西车轴,上海
600496,精工钢构,上海
600497,驰宏锌锗,上海
600498,烽火通信,上海
600499,科达制造,上海
600500,中化国际,上海
600501,航天晨光,上海
600502,安徽建工,上海
600503,华丽家族,上海
600505,西昌电力,上海
600506,统一股份,上海
600507,方大特钢,上海
600508,上海能源,上海
600509,天富能源,上海
600510,黑牡丹,上海
600511,国药股份,上海
600512,腾达建设,上海
600513,联环药业,上海
600515,海南机场,上海
600516,方大炭素,上海
600517,国网英大,上海
600518,康美药业,上海
600519,贵州茅台,上海
600520,三佳科技,上海
600521,华海药业,上海
600522,中天科技,上海
600523,贵航股份,上海
600525,ST长园,上海
600526,菲达环保,上海
600527,江南高纤,上海
600528,中铁工业,上海
600529,山东药玻,上海
600530,交大昂立,上海
600531,豫光金铅,上海
600533,栖霞建设,上海
600535,天士力,上海
600536,中国软件,上海
600537,亿晶光电,上海
600538,国发股份,上海
600539,狮头股份,上海
600540,新赛股份,上海
600543,莫高股份,上海
600545,卓郎智能,上海
600546,山煤国际,上海
